Cuadricula;Peso;Fecha;Sigma0;Sigma1;Sigma2;Sigma3;Sigma4;Sigma5;Sigma6;Sigma7;Sigma8;Sigma9;Sigma10;Sigma11;Sigma12;Sigma13;Sigma14;Sigma15;Sigma16;Sigma17;Sigma18;Sigma19;Sigma20;Sigma21;Sigma22;Sigma23
B3;100;02/01/2025  2:00;0,02127905;0,00907402;0,02105479;0,02702930;0,00924595;0,00892465;0,00871775;0,00951389;0,01560754;0,01520099;0,00764585;0,01208108;0,01307958;0,00649291;0,00789452;0,01615719;0,00770684;0,00595172;0,00783906;0,00720613;0,00711272;0,00974905;0,00728308;0,00672244
B3;100;02/01/2025  2:15;0,02168054;0,00922936;0,02151594;0,02759343;0,00941988;0,00901883;0,00880923;0,00968773;0,01556492;0,01548544;0,00777073;0,01227555;0,01359242;0,00663837;0,00680693;0,01675823;0,00792062;0,00572536;0,00801261;0,00739082;0,00629718;0,01010125;0,00746784;0,00575700
B3;100;02/01/2025  2:30;0,02096550;0,00896522;0,02161732;0,02658951;0,00914976;0,00907562;0,00862833;0,00939604;0,01556601;0,01494610;0,00757603;0,01232908;0,01309341;0,00645490;0,00776309;0,01622147;0,00765640;0,00572522;0,00790171;0,00715880;0,00700913;0,00975418;0,00724478;0,00653964
B3;100;02/01/2025  2:45;0,02167789;0,00919594;0,02122967;0,02762596;0,00937664;0,00893535;0,00882989;0,00964829;0,01569466;0,01549347;0,00773714;0,01217770;0,01327317;0,00666836;0,00763325;0,01638612;0,00789439;0,00547379;0,00800659;0,00737388;0,00691844;0,00991100;0,00746933;0,00656405
B3;100;02/01/2025  3:00;0,02147714;0,00915863;0,02084615;0,02733390;0,00934665;0,00884702;0,00880573;0,00960990;0,01554249;0,01535679;0,00771790;0,01202905;0,01321005;0,00655345;0,00765969;0,01633495;0,00776705;0,00554777;0,00795772;0,00726045;0,00696218;0,00984939;0,00734920;0,00659634
B3;100;02/01/2025  3:15;0,02153948;0,00916899;0,02140117;0,02739018;0,00934594;0,00900490;0,00878883;0,00961649;0,01555977;0,01539394;0,00771769;0,01228368;0,01340529;0,00657981;0,00785609;0,01656873;0,00784120;0,00551118;0,00797445;0,00732090;0,00707961;0,00998089;0,00739934;0,00667996
B3;100;02/01/2025  3:30;0,02101836;0,00896953;0,02085533;0,02668880;0,00914332;0,00882547;0,00865146;0,00940166;0,01556545;0,01498250;0,00756757;0,01208116;0,01316763;0,00648329;0,00802715;0,01631751;0,00769742;0,00559736;0,00805851;0,00719135;0,00722654;0,00983894;0,00727422;0,00688445
B3;100;02/01/2025  3:45;0,02096978;0,00898267;0,02127831;0,02662550;0,00915419;0,00895687;0,00862317;0,00940980;0,01556464;0,01497771;0,00758269;0,01218268;0,01292169;0,00649043;0,00597383;0,01600967;0,00765563;0,00531757;0,00780595;0,00716608;0,00577902;0,00963734;0,00725011;0,00501402
B3;100;02/01/2025  4:00;0,02178199;0,00924249;0,02150985;0,02773520;0,00942891;0,00899114;0,00887375;0,00969326;0,01567377;0,01559456;0,00776299;0,01224801;0,01327007;0,00663089;0,00779109;0,01637282;0,00786477;0,00597602;0,00792231;0,00735776;0,00702356;0,00987810;0,00743687;0,00655743
B3;100;02/01/2025  4:15;0,02193025;0,00930862;0,02124967;0,02796277;0,00949566;0,00899185;0,00892142;0,00976634;0,01557751;0,01570173;0,00781710;0,01216490;0,01342347;0,00670207;0,00778304;0,01656070;0,00794875;0,00577189;0,00801714;0,00742506;0,00703564;0,01000509;0,00750692;0,00654162
B3;100;02/01/2025  4:30;0,02153719;0,00912629;0,02149058;0,02742887;0,00930273;0,00898542;0,00881053;0,00957898;0,01568057;0,01539286;0,00766896;0,01231623;0,01293734;0,00651083;0,00760361;0,01597769;0,00771587;0,00555282;0,00797553;0,00721184;0,00690886;0,00969425;0,00729933;0,00656666
B3;100;02/01/2025  4:45;0,02140645;0,00911933;0,02132910;0,02723630;0,00929386;0,00892692;0,00879096;0,00956179;0,01562005;0,01529222;0,00768755;0,01223828;0,01316402;0,00654566;0,00792255;0,01628476;0,00775806;0,00559532;0,00807735;0,00724713;0,00714106;0,00984869;0,00733230;0,00679237
B3;100;02/01/2025  5:00;0,02164887;0,00919363;0,02096406;0,02757926;0,00937696;0,00886634;0,00883323;0,00964532;0,01556551;0,01547811;0,00773844;0,01211980;0,01328112;0,00663520;0,00803871;0,01640000;0,00786685;0,00561338;0,00803287;0,00734966;0,00723529;0,00992080;0,00744206;0,00688237
B3;100;02/01/2025  5:15;0,02113342;0,00904806;0,02123919;0,02685758;0,00922170;0,00890277;0,00864617;0,00949042;0,01566954;0,01508579;0,00763770;0,01219892;0,01311635;0,00652258;0,00581327;0,01622869;0,00771897;0,00517595;0,00788837;0,00722348;0,00569596;0,00979055;0,00731088;0,00494755
B3;100;02/01/2025  5:30;0,02119688;0,00910421;0,02156128;0,02693047;0,00926991;0,00904449;0,00868946;0,00954113;0,01570619;0,01513490;0,00769648;0,01229283;0,01294133;0,00647922;0,00762526;0,01599861;0,00765924;0,00541003;0,00789623;0,00716351;0,00689947;0,00967636;0,00724367;0,00647887
B3;100;02/01/2025  5:45;0,02120944;0,00908325;0,02133999;0,02694990;0,00925856;0,00901670;0,00869865;0,00951204;0,01583896;0,01512994;0,00767163;0,01227855;0,01364309;0,00661665;0,00786111;0,01689250;0,00790146;0,00604127;0,00813147;0,00737216;0,00703659;0,01013959;0,00745223;0,00658931
B3;100;02/01/2025  6:00;0,02186526;0,00929201;0,02167642;0,02787591;0,00948671;0,00902038;0,00887856;0,00975858;0,01566822;0,01566921;0,00781548;0,01234439;0,01378663;0,00675575;0,00779432;0,01702546;0,00804948;0,00575174;0,00805117;0,00751892;0,00703489;0,01022898;0,00759919;0,00661893
B3;100;02/01/2025  6:15;0,02240144;0,00949386;0,02120347;0,02856577;0,00969079;0,00892126;0,00913862;0,00997757;0,01570156;0,01606413;0,00797847;0,01219924;0,01421293;0,00685550;0,00795342;0,01756037;0,00821865;0,00564866;0,00823063;0,00766103;0,00718810;0,01053168;0,00772767;0,00679421
B3;100;02/01/2025  6:30;0,02117456;0,00907182;0,02163511;0,02689128;0,00924096;0,00899814;0,00869065;0,00950278;0,01578868;0,01510523;0,00765153;0,01241613;0,01258592;0,00645544;0,00806163;0,01556977;0,00758819;0,00561857;0,00791501;0,00709503;0,00724008;0,00945501;0,00719499;0,00688804
B3;100;02/01/2025  6:45;0,02187859;0,00926764;0,02159661;0,02784596;0,00946699;0,00905722;0,00887946;0,00973461;0,01573994;0,01563678;0,00779026;0,01239260;0,01349025;0,00660738;0,00695514;0,01665341;0,00789309;0,00527059;0,00800211;0,00736779;0,00645596;0,01003443;0,00743701;0,00587496
B3;100;02/01/2025  7:00;0,02201371;0,00935786;0,02115136;0,02806432;0,00954881;0,00889845;0,00896729;0,00981997;0,01569103;0,01577519;0,00785515;0,01221271;0,01320522;0,00664683;0,00767376;0,01630055;0,00785352;0,00555599;0,00796289;0,00735457;0,00701581;0,00986686;0,00744745;0,00663726
B3;100;02/01/2025  7:15;0,02085225;0,00896460;0,02107179;0,02647319;0,00913320;0,00888569;0,00857302;0,00938549;0,01555546;0,01487766;0,00757329;0,01215739;0,01300926;0,00644071;0,00779899;0,01611614;0,00763610;0,00550196;0,00791475;0,00713423;0,00705612;0,00971786;0,00721760;0,00665370
B3;100;02/01/2025  7:30;0,02262305;0,00954009;0,02134641;0,02890338;0,00974519;0,00895831;0,00916184;0,01002271;0,01562865;0,01619730;0,00799002;0,01224479;0,01377730;0,00680457;0,00813053;0,01699165;0,00810912;0,00600855;0,00825688;0,00756430;0,00728578;0,01028627;0,00764931;0,00682518
B3;100;02/01/2025  7:45;0,02138057;0,00911324;0,02140723;0,02717537;0,00930597;0,00900155;0,00876877;0,00956782;0,01560341;0,01527551;0,00768089;0,01227897;0,01349150;0,00656102;0,00811394;0,01671209;0,00782547;0,00587812;0,00801354;0,00730472;0,00728550;0,01003798;0,00737570;0,00691918
B3;100;02/01/2025  8:00;0,02131177;0,00909911;0,02130018;0,02706511;0,00927881;0,00895707;0,00874233;0,00954089;0,01581716;0,01522164;0,00767269;0,01228887;0,01289167;0,00651899;0,00725572;0,01595910;0,00767383;0,00554433;0,00782990;0,00717826;0,00672389;0,00961510;0,00727093;0,00608670
B3;100;02/01/2025  8:15;0,02224047;0,00941054;0,02125362;0,02834920;0,00960098;0,00898493;0,00902279;0,00987857;0,01564302;0,01592690;0,00788490;0,01224204;0,01325102;0,00658904;0,00782350;0,01631566;0,00783390;0,00549240;0,00798415;0,00731936;0,00711719;0,00990096;0,00740719;0,00662911
B3;100;02/01/2025  8:30;0,02127573;0,00905938;0,02130719;0,02710203;0,00924085;0,00893769;0,00863955;0,00951147;0,01555943;0,01519634;0,00762919;0,01216914;0,01267185;0,00646838;0,00782958;0,01562478;0,00763032;0,00544116;0,00781044;0,00713013;0,00711792;0,00951032;0,00721543;0,00668581
B3;100;02/01/2025  8:45;0,02184236;0,00925485;0,02145980;0,02781539;0,00944911;0,00900329;0,00890770;0,00972180;0,01552359;0,01564357;0,00777419;0,01231341;0,01332674;0,00654123;0,00779747;0,01645078;0,00781304;0,00550500;0,00796605;0,00729668;0,00708523;0,00992202;0,00737069;0,00665140
B3;100;02/01/2025  9:00;0,02083921;0,00890471;0,02117878;0,02645997;0,00907564;0,00891780;0,00857562;0,00932766;0,01567657;0,01486964;0,00749847;0,01224139;0,01303473;0,00646285;0,00805555;0,01616040;0,00766233;0,00551186;0,00795509;0,00715681;0,00730081;0,00973394;0,00724009;0,00682858
B3;100;02/01/2025  9:15;0,02104220;0,00901839;0,02121787;0,02674801;0,00919378;0,00895144;0,00861329;0,00945235;0,01556139;0,01502356;0,00762359;0,01218413;0,01281242;0,00647585;0,00811653;0,01584015;0,00763928;0,00587789;0,00778546;0,00715150;0,00734568;0,00957529;0,00724163;0,00691041
B3;100;02/01/2025  9:30;0,02081750;0,00891597;0,02100213;0,02639785;0,00908819;0,00895458;0,00855175;0,00934645;0,01557697;0,01486264;0,00752781;0,01211473;0,01260925;0,00631775;0,00683822;0,01559433;0,00747811;0,00574741;0,00769607;0,00699063;0,00641934;0,00941824;0,00706310;0,00575070
B3;100;02/01/2025  9:45;0,02124063;0,00907298;0,02134199;0,02700803;0,00924827;0,00899438;0,00870427;0,00951283;0,01571631;0,01517225;0,00765396;0,01231055;0,01295998;0,00644828;0,00807307;0,01602239;0,00765090;0,00577532;0,00794732;0,00714182;0,00731753;0,00969659;0,00723484;0,00677284
B3;100;02/01/2025  10:00;0,02162081;0,00920440;0,02185365;0,02753226;0,00938568;0,00911331;0,00880747;0,00965870;0,01570262;0,01544496;0,00775818;0,01247659;0,01329185;0,00657627;0,00788562;0,01640610;0,00782084;0,00558527;0,00807391;0,00730517;0,00719859;0,00993581;0,00738291;0,00674601
B3;100;02/01/2025  10:15;0,02036692;0,00876924;0,02115233;0,02579782;0,00893402;0,00892077;0,00842964;0,00917822;0,01569888;0,01448394;0,00743293;0,01215227;0,01307572;0,00646796;0,00801988;0,01624486;0,00766798;0,00555814;0,00798318;0,00715898;0,00730887;0,00976800;0,00724243;0,00689275
B3;100;02/01/2025  10:30;0,02127157;0,00907629;0,02111226;0,02704601;0,00925058;0,00890872;0,00868611;0,00951695;0,01569992;0,01518714;0,00765989;0,01224968;0,01325159;0,00655185;0,00799264;0,01637255;0,00779267;0,00557936;0,00799972;0,00728155;0,00732766;0,00988301;0,00735789;0,00680635
B3;100;02/01/2025  10:45;0,02127280;0,00908292;0,02114243;0,02703253;0,00925939;0,00889936;0,00869755;0,00952923;0,01563992;0,01518570;0,00766696;0,01214168;0,01322266;0,00652634;0,00601551;0,01634506;0,00775655;0,00528909;0,00792513;0,00724771;0,00598407;0,00986373;0,00733113;0,00506928
B3;100;02/01/2025  11:00;0,02180781;0,00926078;0,02135656;0,02777956;0,00944562;0,00894563;0,00892045;0,00972349;0,01564923;0,01560715;0,00778132;0,01227515;0,01282868;0,00651759;0,00787460;0,01584767;0,00769778;0,00563608;0,00792490;0,00720063;0,00718173;0,00961062;0,00728793;0,00673029
B3;100;02/01/2025  11:15;0,02145649;0,00913663;0,02104191;0,02729067;0,00932392;0,00895225;0,00878089;0,00958371;0,01578807;0,01533255;0,00770042;0,01213392;0,01293546;0,00650246;0,00803709;0,01599836;0,00769727;0,00619767;0,00792446;0,00719194;0,00726730;0,00968673;0,00728415;0,00675531
B3;100;02/01/2025  11:30;0,02165131;0,00920930;0,02152131;0,02755660;0,00938577;0,00914047;0,00883967;0,00965856;0,01595190;0,01545143;0,00775967;0,01229681;0,01292400;0,00658660;0,00825410;0,01595169;0,00776230;0,00582536;0,00797970;0,00726077;0,00801081;0,00969139;0,00736005;0,00685699
B3;100;02/01/2025  11:45;0,02210630;0,00934378;0,02169935;0,02818686;0,00953536;0,00922491;0,00900944;0,00981071;0,01584996;0,01583637;0,00783449;0,01226851;0,01345055;0,00667208;0,00818114;0,01658437;0,00794168;0,00563560;0,00802138;0,00741378;0,00841224;0,01001786;0,00749964;0,00692286
B3;100;02/01/2025  12:00;0,02133026;0,00912109;0,02148159;0,02711932;0,00929772;0,00898173;0,00876261;0,00956124;0,01576895;0,01525762;0,00767663;0,01237172;0,01285849;0,00647499;0,00704053;0,01589769;0,00765086;0,00540560;0,00781716;0,00715845;0,00660208;0,00959073;0,00724261;0,00603506
B3;100;02/01/2025  12:15;0,02096116;0,00897156;0,02103088;0,02660736;0,00914031;0,00891430;0,00855206;0,00940143;0,01571294;0,01493940;0,00757184;0,01208945;0,01289226;0,00640583;0,00801614;0,01593130;0,00759938;0,00557973;0,00783598;0,00710198;0,00730345;0,00962825;0,00718536;0,00690702
B3;100;02/01/2025  12:45;0,02136792;0,00910716;0,02170709;0,02718538;0,00928731;0,00905389;0,00871732;0,00955535;0,01564399;0,01526757;0,00767052;0,01235752;0,01309502;0,00653125;0,00813886;0,01618463;0,00774738;0,00559703;0,00793359;0,00723399;0,00737088;0,00978266;0,00732209;0,00697012
B3;100;02/01/2025  13:00;0,02160436;0,00919326;0,02106081;0,02747702;0,00937609;0,00894467;0,00879836;0,00964876;0,01571841;0,01543783;0,00773515;0,01220259;0,01360139;0,00663124;0,00810618;0,01680552;0,00792334;0,00628771;0,00804472;0,00739700;0,00729599;0,01011542;0,00746676;0,00694898
B3;100;02/01/2025  13:15;0,02114900;0,00904450;0,02083662;0,02689317;0,00922241;0,00891136;0,00867003;0,00948538;0,01558033;0,01509246;0,00763390;0,01202030;0,01286702;0,00649061;0,00633872;0,01590603;0,00766280;0,00546829;0,00789779;0,00716630;0,00604994;0,00962833;0,00726053;0,00525619
B3;100;02/01/2025  13:30;0,02076698;0,00891881;0,02120565;0,02634937;0,00909270;0,00896468;0,00853305;0,00934623;0,01556123;0,01481328;0,00753062;0,01220525;0,01347483;0,00656531;0,00815785;0,01671252;0,00782662;0,00569792;0,00793455;0,00729794;0,00739188;0,01000144;0,00738202;0,00704200
B3;100;02/01/2025  13:45;0,02163586;0,00920291;0,02153450;0,02754919;0,00938464;0,00906255;0,00882386;0,00965605;0,01577084;0,01545292;0,00775273;0,01236581;0,01276084;0,00648187;0,00825273;0,01572952;0,00765966;0,00564527;0,00795198;0,00715693;0,00745519;0,00958813;0,00725218;0,00709768
B3;100;02/01/2025  14:00;0,02118231;0,00903176;0,02107917;0,02693647;0,00922108;0,00892100;0,00865216;0,00948553;0,01568010;0,01511684;0,00761354;0,01215789;0,01287782;0,00646936;0,00809964;0,01590714;0,00765674;0,00559683;0,00785244;0,00715450;0,00733724;0,00963693;0,00724077;0,00696195
B3;100;02/01/2025  14:15;0,02100462;0,00902303;0,02130150;0,02664541;0,00919949;0,00896874;0,00860955;0,00946150;0,01570044;0,01499063;0,00761790;0,01222607;0,01307740;0,00645663;0,00819555;0,01618217;0,00766280;0,00564698;0,00781886;0,00715549;0,00741608;0,00973638;0,00723145;0,00709696
B3;100;02/01/2025  14:30;0,02063082;0,00884811;0,02159721;0,02618679;0,00901716;0,00902189;0,00845392;0,00927464;0,01560506;0,01468365;0,00748719;0,01235513;0,01295390;0,00646612;0,00595107;0,01604985;0,00763212;0,00521927;0,00791223;0,00714361;0,00584659;0,00967853;0,00723248;0,00501503
B3;100;02/01/2025  14:45;0,02218850;0,00942668;0,02157248;0,02825943;0,00961493;0,00897664;0,00904313;0,00989461;0,01586081;0,01588492;0,00790524;0,01237484;0,01368320;0,00672398;0,00800129;0,01689106;0,00801641;0,00613529;0,00808004;0,00747984;0,00723677;0,01017187;0,00756889;0,00685957
B3;100;02/01/2025  15:00;0,02178386;0,00925115;0,02118533;0,02775677;0,00942695;0,00890378;0,00884889;0,00971305;0,01577153;0,01555681;0,00777859;0,01222979;0,01323402;0,00661182;0,00826061;0,01632252;0,00785588;0,00578230;0,00805168;0,00732489;0,00739729;0,00989270;0,00741618;0,00707013
B3;100;02/01/2025  15:15;0,02190360;0,00927489;0,02125618;0,02791840;0,00946029;0,00890191;0,00890648;0,00974682;0,01567654;0,01563931;0,00779850;0,01224968;0,01339433;0,00663876;0,00826512;0,01653589;0,00789989;0,00573978;0,00814342;0,00736774;0,00743609;0,01001664;0,00746033;0,00708805
B3;100;02/01/2025  15:30;0,02118620;0,00907941;0,02121939;0,02695185;0,00925218;0,00888700;0,00861916;0,00951844;0,01565563;0,01509123;0,00766638;0,01223442;0,01335209;0,00658010;0,00656840;0,01649857;0,00780808;0,00537011;0,00802385;0,00729282;0,00624642;0,00996603;0,00738334;0,00565849
B3;100;02/01/2025  15:45;0,02163591;0,00918742;0,02162784;0,02754866;0,00937843;0,00901650;0,00879493;0,00964900;0,01583415;0,01543139;0,00773851;0,01245747;0,01306661;0,00659736;0,00822197;0,01610825;0,00780083;0,00565199;0,00805400;0,00729046;0,00738939;0,00980893;0,00738818;0,00704650
B3;100;02/01/2025  16:00;0,02127368;0,00908582;0,02127969;0,02710655;0,00927181;0,00896324;0,00867542;0,00953096;0,01563858;0,01516790;0,00765984;0,01220696;0,01323938;0,00658940;0,00817537;0,01636160;0,00780747;0,00569745;0,00812637;0,00729380;0,00737304;0,00991390;0,00737615;0,00705844
B3;100;02/01/2025  16:15;0,02098126;0,00903197;0,02129283;0,02663083;0,00920560;0,00896998;0,00857212;0,00945959;0,01567097;0,01496056;0,00763535;0,01223981;0,01315410;0,00655034;0,00810789;0,01625981;0,00775015;0,00572005;0,00788278;0,00724531;0,00734009;0,00980544;0,00732782;0,00700720
B3;100;02/01/2025  16:30;0,02095612;0,00900490;0,02121907;0,02661156;0,00918660;0,00896802;0,00859007;0,00944628;0,01573296;0,01492665;0,00763155;0,01215732;0,01299080;0,00654611;0,00734110;0,01607786;0,00771978;0,00591609;0,00789897;0,00721484;0,00670385;0,00970282;0,00731822;0,00620166
B3;100;02/01/2025  16:45;0,02128901;0,00913300;0,02160984;0,02706128;0,00930664;0,00906611;0,00871573;0,00957321;0,01567902;0,01519637;0,00770678;0,01233280;0,01310624;0,00654033;0,00816644;0,01618173;0,00775273;0,00592366;0,00793776;0,00724693;0,00734816;0,00979334;0,00733064;0,00699940
B3;100;02/01/2025  17:00;0,02119834;0,00906310;0,02152439;0,02696230;0,00925017;0,00903928;0,00864650;0,00950619;0,01578671;0,01509497;0,00764075;0,01236752;0,01289023;0,00657728;0,00825711;0,01591605;0,00772280;0,00577824;0,00802150;0,00722626;0,00740976;0,00967885;0,00732470;0,00710762
B3;100;02/01/2025  17:15;0,02126771;0,00907622;0,02149464;0,02706370;0,00926262;0,00909431;0,00869189;0,00952581;0,01555411;0,01516444;0,00765156;0,01229347;0,01292728;0,00653125;0,00834823;0,01595633;0,00771834;0,00564380;0,00796294;0,00720835;0,00748722;0,00968886;0,00731246;0,00719354
C3;100;02/01/2025  21:45;0,02410437;0,00992235;0,03049369;0,03080917;0,01015558;0,01250160;0,00941737;0,01047882;0,01224388;0,01740196;0,00816854;0,01654282;0,01398484;0,00689150;0,00665577;0,01710046;0,00835209;0,00450680;0,00703885;0,00780072;0,00635399;0,01012522;0,00784134;0,00509016
C3;100;02/01/2025  22:00;0,02394708;0,00985962;0,03108955;0,03060557;0,01009270;0,01258833;0,00935505;0,01041748;0,01231321;0,01728666;0,00811926;0,01682610;0,01364995;0,00679549;0,00862672;0,01667460;0,00820490;0,00478463;0,00686041;0,00765616;0,00778110;0,00988388;0,00770473;0,00698011
C3;100;02/01/2025  22:15;0,02344704;0,00970054;0,02993222;0,02991362;0,00991639;0,01228997;0,00917457;0,01023885;0,01212934;0,01690228;0,00801068;0,01624241;0,01369957;0,00672715;0,00861035;0,01675931;0,00816057;0,00455050;0,00683739;0,00760648;0,00777222;0,00991217;0,00764647;0,00694403
C3;100;02/01/2025  22:30;0,02350777;0,00971524;0,03113261;0,03001737;0,00994068;0,01264838;0,00916537;0,01026941;0,01231604;0,01695623;0,00801688;0,01690324;0,01374277;0,00672634;0,00864935;0,01678901;0,00817780;0,00453448;0,00684213;0,00762495;0,00785946;0,00993878;0,00765911;0,00704154
C3;100;02/01/2025  22:45;0,02340716;0,00966179;0,03145994;0,02985640;0,00988098;0,01270932;0,00920121;0,01019826;0,01225193;0,01690421;0,00795593;0,01702948;0,01368788;0,00667009;0,00850000;0,01677228;0,00811172;0,00449004;0,00682260;0,00755374;0,00773976;0,00988681;0,00759433;0,00689760
C3;100;02/01/2025  23:00;0,02345185;0,00968667;0,02959860;0,02992489;0,00991470;0,01228724;0,00919178;0,01023473;0,01208027;0,01691021;0,00798182;0,01606639;0,01350021;0,00669050;0,00761189;0,01651243;0,00808633;0,00427655;0,00678517;0,00754559;0,00700451;0,00977998;0,00759639;0,00614295
C3;100;02/01/2025  23:15;0,02296276;0,00947047;0,02957015;0,02927398;0,00969034;0,01220857;0,00899855;0,01001163;0,01210458;0,01653068;0,00781748;0,01607374;0,01396129;0,00674626;0,00845028;0,01713146;0,00820327;0,00450344;0,00689448;0,00763925;0,00769100;0,01007624;0,00766898;0,00686217
C3;100;02/01/2025  23:30;0,02309793;0,00952645;0,03030593;0,02947227;0,00974140;0,01241156;0,00904679;0,01006461;0,01218776;0,01664478;0,00786256;0,01643339;0,01364836;0,00669193;0,00863148;0,01670775;0,00812014;0,00498519;0,00681727;0,00757411;0,00774459;0,00986077;0,00761367;0,00703068
C3;100;02/01/2025  23:45;0,02372468;0,00975292;0,03027542;0,03035722;0,00997140;0,01240871;0,00923919;0,01031218;0,01214274;0,01713727;0,00802687;0,01641403;0,01382145;0,00683474;0,00862367;0,01688381;0,00827883;0,00488431;0,00681291;0,00772467;0,00776723;0,00998128;0,00776486;0,00705689
